record_id,n_stems,stem_diameter_1_cm,stem_diameter_2_cm,stem_diameter_3_cm,stem_diameter_4_cm,stem_diameter_5_cm,height_m,life_stage,physiological_condition,classification,county,latin_name_clean,common_name_clean,generic_name_clean,genus,species,combined_stem_diameter_cm,is_multistem,crown_radius_n_m,crown_radius_s_m,crown_radius_e_m,crown_radius_w_m,crown_radius_se_m,crown_radius_nw_m,crown_radius_ne_m,crown_radius_sw_m,crown_radius_minimum_bounding_circle,crown_radius_maximum,data_contributor_id
993206fd-a580-4649-b979-45ae23eca818,1,55.5,,,,,20.0,semi_mature,good,suburban,cheshire,tilia europaea,common lime,lime,tilia,europaea,55.5,False,8.5,9.0,6.0,6.0,,,,,8.8,9.0,C1
da6f26e5-890a-41a0-96a5-469dbc1ee9b4,1,65.0,,,,,18.0,semi_mature,good,suburban,cheshire,aesculus hippocastanum,horse chestnut,horse chestnut,aesculus,hippocastanum,65.0,False,8.0,9.0,6.0,8.0,,,,,8.5,9.0,C1
85be7deb-5e04-4641-bdac-8a8c7d44c153,2,27.0,23.0,,,,8.0,mature,good,suburban,somerset,magnolia macrophylla,bigleaf magnolia,magnolia,magnolia,macrophylla,35.5,True,4.5,3.5,5.0,4.0,,,,,4.5,5.0,C1
998e8fb8-ebc4-4959-b060-03c5a5886b87,2,24.5,24.0,,,,8.0,mature,good,suburban,somerset,magnolia macrophylla,bigleaf magnolia,magnolia,magnolia,macrophylla,34.3,True,4.0,5.0,5.0,4.5,,,,,4.8,5.0,C1
f8157205-13e6-4052-bc9a-17b876fc8008,1,40.0,,,,,15.0,semi_mature,fair,urban,somerset,acer pseudoplatanus,sycamore,sycamore,acer,pseudoplatanus,40.0,False,7.0,7.0,6.0,6.0,,,,,7.0,7.0,C1
6fc59b04-7883-4147-94d9-850ed3c5a003,2,50.0,45.0,,,,18.0,mature,good,urban,somerset,acer pseudoplatanus,sycamore,sycamore,acer,pseudoplatanus,67.3,True,7.0,7.0,6.0,6.0,,,,,7.0,7.0,C1
68d89a2b-37b5-442b-b1a4-160fd07dcbc8,2,35.0,30.0,,,,12.0,semi_mature,good,urban,somerset,acer pseudoplatanus,sycamore,sycamore,acer,pseudoplatanus,46.1,True,5.0,5.0,5.0,4.0,,,,,5.0,5.0,C1
c3265e09-8018-4f41-9774-a55da82aa232,1,40.0,,,,,22.0,semi_mature,good,urban,somerset,acer pseudoplatanus,sycamore,sycamore,acer,pseudoplatanus,40.0,False,7.0,8.0,7.0,2.0,,,,,7.5,8.0,C1
d394ed9b-c18a-44fe-bdf5-a2543edbeebf,1,55.0,,,,,22.0,mature,good,urban,somerset,acer pseudoplatanus,sycamore,sycamore,acer,pseudoplatanus,55.0,False,7.0,8.0,5.0,8.0,,,,,7.5,8.0,C1
7f67f1a8-298e-425e-acf3-fd65a26580dc,2,50.0,45.0,,,,18.0,mature,good,urban,somerset,fraxinus excelsior,european ash,ash,fraxinus,excelsior,67.3,True,7.0,7.0,5.0,8.0,,,,,7.0,8.0,C1
99f94f77-8b67-42e4-95fe-5c4009b9d374,1,15.0,,,,,12.0,young,good,urban,somerset,acer pseudoplatanus,sycamore,sycamore,acer,pseudoplatanus,15.0,False,2.0,4.0,4.0,2.0,,,,,3.0,4.0,C1
8007f82f-fbd3-4004-8a0b-96b5052df140,1,45.0,,,,,16.0,semi_mature,good,urban,somerset,fraxinus excelsior,european ash,ash,fraxinus,excelsior,45.0,False,6.0,2.0,7.0,6.0,,,,,6.5,7.0,C1
1896c13c-c7f7-4325-b4e6-075cc362f551,1,60.0,,,,,18.0,semi_mature,good,urban,somerset,fraxinus excelsior,european ash,ash,fraxinus,excelsior,60.0,False,5.0,7.0,8.0,8.0,,,,,8.0,8.0,C1
c54b9a76-b571-4eb8-a8c5-f2aa1142625b,1,40.0,,,,,12.0,mature,good,urban,somerset,salix caprea,goat willow,willow,salix,caprea,40.0,False,1.0,8.0,6.0,6.0,,,,,6.0,8.0,C1
beaa227d-59de-492b-b976-bfe0414844b7,1,27.5,,,,,10.0,semi_mature,good,urban,somerset,acer campestre,field maple,field maple,acer,campestre,27.5,False,4.0,4.0,5.0,5.0,,,,,5.0,5.0,C1
7c0747ca-2293-43ce-b658-5e353a388795,1,62.0,,,,,20.5,mature,good,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,62.0,False,9.0,9.5,7.0,7.0,,,,,9.2,9.5,C1
427c7d32-c0d2-4251-8983-a5be010a8d9b,1,68.0,,,,,21.5,mature,good,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,68.0,False,6.5,8.0,8.0,7.0,,,,,7.5,8.0,C1
9e694039-f736-4e36-9fd6-4c80ae1b217d,1,27.0,,,,,15.0,semi_mature,good,rural,staffordshire,betula pendula,silver birch,birch,betula,pendula,27.0,False,5.5,4.5,4.0,5.0,,,,,5.0,5.5,C1
0a8e26ec-670b-4b6d-a1c3-7a0594704916,1,15.5,,,,,11.0,semi_mature,good,rural,staffordshire,betula pendula,silver birch,birch,betula,pendula,15.5,False,3.0,2.0,2.0,2.0,,,,,2.5,3.0,C1
081f34e3-9a81-476e-821c-87be06715b3c,1,73.0,,,,,18.0,semi_mature,good,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,73.0,False,9.0,4.5,5.0,6.5,,,,,6.8,9.0,C1
9414017d-de39-47a8-b1df-676641dc248f,2,27.0,24.0,,,,7.5,semi_mature,good,rural,staffordshire,salix caprea,goat willow,willow,salix,caprea,36.1,True,3.0,4.0,4.0,3.5,,,,,3.8,4.0,C1
6df59948-5fed-49af-9823-319fa90dbb25,1,44.0,,,,,15.5,semi_mature,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,44.0,False,5.5,3.0,4.0,5.5,,,,,4.8,5.5,C1
46674caa-5ce5-4430-9e4e-9d7138fafd7e,1,46.0,,,,,16.0,semi_mature,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,46.0,False,5.5,2.0,5.0,3.5,,,,,4.2,5.5,C1
1990037a-5c1f-4524-a8f9-b755ee76bfbf,1,40.0,,,,,15.0,semi_mature,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,40.0,False,5.0,1.0,5.0,5.0,,,,,5.0,5.0,C1
fbce896e-6ca3-44d1-a2e2-e2c2423a5d2a,1,16.0,,,,,7.0,young,poor,rural,staffordshire,sorbus aucuparia,european mountain ash,mountain ash,sorbus,aucuparia,16.0,False,3.0,3.0,3.0,1.0,,,,,3.0,3.0,C1
f66b8a15-68cc-4d73-85a7-42f658785078,2,42.0,49.0,,,,21.0,mature,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,64.5,True,8.5,7.0,8.0,4.0,,,,,7.8,8.5,C1
6c1b9ce2-2d71-4429-ae00-e3b7bd618444,3,25.0,17.0,25.0,,,13.0,mature,fair,rural,staffordshire,sorbus aucuparia,european mountain ash,mountain ash,sorbus,aucuparia,39.2,True,4.0,3.0,3.5,3.5,,,,,3.5,4.0,C1
5ae06ee7-25c9-4e8e-9a88-48fdb4cc2032,1,23.0,,,,,12.0,young,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,23.0,False,2.0,4.5,3.0,5.0,,,,,4.0,5.0,C1
14c1d703-02f7-415d-b8cd-737acff6b514,1,26.0,,,,,16.0,semi_mature,good,rural,staffordshire,betula pendula,silver birch,birch,betula,pendula,26.0,False,2.0,5.0,3.0,10.0,,,,,6.5,10.0,C1
39cff2a9-35e5-47ce-a468-e65c74820da5,1,97.0,,,,,24.0,mature,good,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,97.0,False,7.0,13.0,4.5,9.0,,,,,10.0,13.0,C1
f644ae54-9a60-4851-89ad-234e302fc21b,1,88.0,,,,,25.0,mature,good,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,88.0,False,9.0,4.5,7.5,5.0,,,,,6.8,9.0,C1
14f9deb0-6480-48a2-ad36-519f28e0f46b,1,94.0,,,,,22.5,mature,good,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,94.0,False,9.0,5.5,8.0,3.0,,,,,7.2,9.0,C1
855bcec4-b8e9-4e23-bb93-08240d346a34,1,80.0,,,,,23.0,mature,good,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,80.0,False,5.5,8.0,7.0,7.0,,,,,7.0,8.0,C1
9b56cc06-ce52-407e-847d-12248a9aec39,1,69.0,,,,,22.0,mature,good,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,69.0,False,5.0,8.0,3.5,8.0,,,,,6.5,8.0,C1
652c21c4-38e9-4cb7-ab60-6f109bd15430,1,53.0,,,,,19.0,semi_mature,good,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,53.0,False,5.0,5.0,2.5,7.5,,,,,5.0,7.5,C1
1c5071e9-6399-4e09-9993-efebcc1c1a79,1,66.0,,,,,26.0,semi_mature,good,rural,staffordshire,quercus cerris,turkey oak,oak,quercus,cerris,66.0,False,6.0,7.5,7.5,5.5,,,,,6.8,7.5,C1
f3abc8ea-6b26-48f1-8901-dfb1786306f2,3,23.5,20.0,16.0,,,8.5,young,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,34.8,True,5.0,6.0,6.5,5.0,,,,,5.8,6.5,C1
b4c67b3a-bbc4-4346-ae96-a9a6540ef20c,1,23.5,,,,,10.5,young,fair,rural,staffordshire,betula pendula,silver birch,birch,betula,pendula,23.5,False,5.0,3.0,3.0,5.0,,,,,4.0,5.0,C1
7131d989-6b46-4ef9-a558-afb75e832760,1,37.0,,,,,14.0,mature,good,rural,staffordshire,betula pendula,silver birch,birch,betula,pendula,37.0,False,4.0,5.5,5.0,5.0,,,,,5.0,5.5,C1
5a372e5b-83e7-4d44-b349-883b16678707,1,20.5,,,,,9.5,semi_mature,good,rural,staffordshire,pinus sylvestris,scots pine,pine,pinus,sylvestris,20.5,False,3.0,4.0,3.5,4.0,,,,,3.8,4.0,C1
f0470acd-c6ec-4874-9a3f-84f32402ae3a,2,12.0,10.5,,,,10.5,semi_mature,good,rural,staffordshire,betula pendula,silver birch,birch,betula,pendula,15.9,True,3.0,2.0,3.0,2.0,,,,,2.5,3.0,C1
8c14b33c-706f-4db2-acf0-07518d778eb5,1,20.0,,,,,12.5,semi_mature,good,rural,staffordshire,abies alba,european silver fir,fir,abies,alba,20.0,False,1.0,2.5,2.0,1.0,,,,,1.8,2.5,C1
b154d103-a364-4048-9535-e6ff1c15a519,1,23.5,,,,,11.0,semi_mature,good,rural,staffordshire,abies alba,european silver fir,fir,abies,alba,23.5,False,2.0,3.0,2.0,3.0,,,,,2.5,3.0,C1
bdf2ac58-8dab-4058-aa29-dd7a03c76a8e,1,81.0,,,,,18.5,mature,fair,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,81.0,False,7.0,8.5,9.0,8.0,,,,,8.5,9.0,C1
c899bf33-fb2e-4d80-a36a-b66330717b23,1,58.5,,,,,20.0,semi_mature,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,58.5,False,5.0,9.0,5.0,9.5,,,,,7.2,9.5,C1
f90318aa-eef4-4b42-bd8d-f152749ec5cb,1,31.0,,,,,16.0,semi_mature,fair,rural,staffordshire,acer pseudoplatanus,sycamore,sycamore,acer,pseudoplatanus,31.0,False,5.0,5.0,6.0,7.0,,,,,6.5,7.0,C1
55b7aef8-fe1b-4a57-8030-098717bfe61e,1,44.0,,,,,16.5,semi_mature,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,44.0,False,8.5,7.0,8.0,7.0,,,,,7.8,8.5,C1
967412c4-78be-42d1-a3c9-c3fe87e5eadb,2,20.5,19.0,,,,15.0,semi_mature,good,rural,staffordshire,betula pendula,silver birch,birch,betula,pendula,28.0,True,3.0,4.0,3.0,4.5,,,,,3.8,4.5,C1
be8d74b1-712f-4644-b7a7-0c4bba121094,1,16.5,,,,,15.5,semi_mature,good,rural,staffordshire,betula pendula,silver birch,birch,betula,pendula,16.5,False,2.0,3.0,2.0,2.0,,,,,2.5,3.0,C1
0f35d779-0d14-4f5d-ac03-51701009ae6c,1,72.0,,,,,26.0,mature,good,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,72.0,False,6.5,8.5,9.0,8.5,,,,,8.8,9.0,C1
45f1c9b0-7b53-45b8-85d1-2b05e5311fd4,1,55.0,,,,,19.5,semi_mature,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,55.0,False,9.0,8.0,9.5,9.5,,,,,9.5,9.5,C1
4b540152-c38c-48d1-b36f-57698c81d450,1,42.5,,,,,14.5,semi_mature,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,42.5,False,5.5,8.0,5.0,5.5,,,,,6.8,8.0,C1
ffd005bb-b4a0-4484-9857-a58e4fbb2ab0,1,87.5,,,,,26.5,mature,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,87.5,False,9.5,10.5,8.5,13.0,,,,,10.8,13.0,C1
2b7bceae-073b-40e4-9835-605f8724cde3,1,43.0,,,,,14.5,semi_mature,fair,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,43.0,False,7.5,4.0,7.5,5.5,,,,,6.5,7.5,C1
ebc8492a-4d71-44f0-a9fd-5daa15a4e2da,1,56.0,,,,,15.5,mature,fair,rural,staffordshire,acer pseudoplatanus,sycamore,sycamore,acer,pseudoplatanus,56.0,False,6.5,5.0,5.0,6.5,,,,,5.8,6.5,C1
1dae236f-7706-4fc8-9ab4-dbb59e0134bc,1,38.0,,,,,15.5,semi_mature,fair,rural,staffordshire,acer pseudoplatanus,sycamore,sycamore,acer,pseudoplatanus,38.0,False,2.0,2.0,4.0,3.0,,,,,3.5,4.0,C1
af30f14d-7182-4fb5-a9d4-167dd415d8f8,1,36.5,,,,,16.5,semi_mature,fair,rural,staffordshire,acer pseudoplatanus,sycamore,sycamore,acer,pseudoplatanus,36.5,False,2.0,6.0,4.0,4.0,,,,,4.0,6.0,C1
5968e14b-0021-4302-a62f-4e1187405015,1,35.0,,,,,16.0,semi_mature,good,rural,staffordshire,abies alba,european silver fir,fir,abies,alba,35.0,False,3.0,3.0,3.0,3.0,,,,,3.0,3.0,C1
a1835891-b669-4166-a565-1bf25f3b263d,1,24.0,,,,,13.0,young,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,24.0,False,5.5,5.0,2.5,5.5,,,,,5.2,5.5,C1
d9c78078-74cb-4803-8f63-d22562e33aa7,1,70.0,,,,,21.0,semi_mature,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,70.0,False,6.0,6.5,7.0,5.5,,,,,6.2,7.0,C1
b0391414-fd36-40e4-ab56-228e5f76e9cc,1,81.0,,,,,20.0,semi_mature,good,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,81.0,False,5.0,6.0,5.5,8.0,,,,,6.8,8.0,C1
06e30d99-1d4e-4ae1-b2c2-aae71f2f7fdc,1,97.0,,,,,18.0,mature,good,rural,staffordshire,castanea sativa,sweet chestnut,sweet chestnut,castanea,sativa,97.0,False,4.5,8.5,5.0,7.5,,,,,6.5,8.5,C1
f609cbd3-9277-4caa-936b-d6bc7751d4f1,1,110.0,,,,,20.0,mature,good,rural,staffordshire,castanea sativa,sweet chestnut,sweet chestnut,castanea,sativa,110.0,False,4.5,11.0,5.5,5.0,,,,,7.8,11.0,C1
054f2d3e-3cd7-4b65-9730-8903a82f8518,1,73.0,,,,,18.0,semi_mature,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,73.0,False,5.5,6.0,3.0,6.5,,,,,5.8,6.5,C1
8b8ecb2f-f340-4d62-b76d-b7a3b1cd6dbe,1,75.0,,,,,23.0,mature,good,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,75.0,False,8.0,4.5,4.0,7.5,,,,,6.2,8.0,C1
7b4d37d9-e91c-4d74-9db2-4d506eb16ec6,1,89.0,,,,,24.0,mature,fair,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,89.0,False,5.5,8.0,7.0,10.0,,,,,8.5,10.0,C1
26354166-763e-40e2-9861-d12819105a80,1,62.0,,,,,21.0,semi_mature,good,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,62.0,False,7.5,5.0,6.0,7.0,,,,,6.5,7.5,C1
9bfffc74-4d6f-49da-a2ce-e20f6aa3fe74,1,66.0,,,,,20.0,semi_mature,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,66.0,False,5.0,9.5,5.0,6.0,,,,,7.2,9.5,C1
13579b03-44dd-4b0e-befe-4ba88c5d3c1f,1,69.0,,,,,20.0,semi_mature,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,69.0,False,7.0,10.0,7.5,7.5,,,,,8.5,10.0,C1
28f62a25-0dde-4b94-a1c4-58297ee01cc8,1,80.0,,,,,22.0,semi_mature,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,80.0,False,9.0,9.5,7.0,8.0,,,,,9.2,9.5,C1
dfa0febf-2000-48e9-89ab-b7f852d80cf6,1,61.0,,,,,24.0,mature,good,rural,staffordshire,abies alba,european silver fir,fir,abies,alba,61.0,False,5.5,5.0,5.5,5.0,,,,,5.2,5.5,C1
415e415f-c093-44d9-a62c-d6f94a5f65c6,1,18.0,,,,,7.5,young,good,rural,somerset,rhus typhina,stag's horn sumach,sumac,rhus,typhina,18.0,False,5.0,3.0,3.5,0.0,,,,,4.0,5.0,C1
44599d9e-4953-472d-aa3e-eea8ce89ea55,1,19.0,,,,,9.5,young,good,rural,somerset,ilex aquifolium,english holly,holly,ilex,aquifolium,19.0,False,2.0,3.5,4.0,2.0,,,,,3.0,4.0,C1
c8ff405a-a5fb-4b1f-8767-d46106a395f1,1,96.0,,,,,28.0,mature,good,rural,somerset,fagus sylvatica,beech,beech,fagus,sylvatica,96.0,False,12.0,9.0,9.0,13.0,,,,,11.0,13.0,C1
25b265c8-e182-436f-ac0b-c31b96e8f30c,1,120.0,,,,,30.0,mature,good,rural,somerset,sequoia sempervirens,coastal redwood,redwood,sequoia,sempervirens,120.0,False,5.5,7.0,7.0,2.0,,,,,6.2,7.0,C1
2fbedfb0-5142-4fd3-a6a5-80b6775d6e02,1,50.0,,,,,19.0,semi_mature,good,rural,somerset,fagus sylvatica,beech,beech,fagus,sylvatica,50.0,False,7.0,7.5,4.0,7.0,,,,,7.2,7.5,C1
0ac1e070-892c-44b6-ae6c-1ddcd3dcb87c,1,50.0,,,,,19.0,semi_mature,good,rural,somerset,fraxinus excelsior,european ash,ash,fraxinus,excelsior,50.0,False,6.5,7.0,7.0,6.0,,,,,6.8,7.0,C1
fcc48754-4133-47d3-8d21-1ada6463493a,1,135.0,,,,,24.0,mature,good,rural,somerset,cupressus macrocarpa,monterey cypress,cypress,cupressus,macrocarpa,135.0,False,7.5,8.0,6.0,8.0,,,,,7.8,8.0,C1
f1902a81-b63d-489c-bd8e-0c80f476a64f,1,60.5,,,,,12.5,mature,good,rural,somerset,acer platanoides,norway maple,norway maple,acer,platanoides,60.5,False,5.5,5.5,5.0,5.0,,,,,5.5,5.5,C1
e81a35e0-012d-46f0-907c-5e345689886e,1,39.5,,,,,9.5,semi_mature,good,rural,somerset,betula pendula,silver birch,birch,betula,pendula,39.5,False,4.0,4.5,3.5,3.5,,,,,4.2,4.5,C1
44397df0-d27d-4211-af42-a5767dc0417e,1,49.5,,,,,8.5,semi_mature,fair,rural,somerset,aesculus hippocastanum,horse chestnut,horse chestnut,aesculus,hippocastanum,49.5,False,5.0,3.0,4.0,4.5,,,,,4.2,5.0,C1
24dcc341-9315-4e1d-924c-81b905f5ddda,1,100.0,,,,,20.5,mature,good,rural,somerset,fraxinus excelsior,european ash,ash,fraxinus,excelsior,100.0,False,6.5,6.5,8.0,5.5,,,,,6.8,8.0,C1
b025be7b-a535-4c07-a636-4e312503d374,1,53.0,,,,,9.5,mature,good,rural,somerset,sorbus aria,common whitebeam,whitebeam,sorbus,aria,53.0,False,4.0,5.0,4.5,5.0,,,,,4.8,5.0,C1
4d340372-e9b0-4606-bc1b-0e23cc9ca9bc,1,21.0,,,,,6.0,young,fair,rural,somerset,sambucas nigra,black elder,elder,sambucas,nigra,21.0,False,2.5,4.5,2.5,4.0,,,,,3.5,4.5,C1
6e8432e2-e720-4b48-b4a7-260fe190c6c1,1,21.0,,,,,9.0,semi_mature,good,rural,staffordshire,betula pendula,silver birch,birch,betula,pendula,21.0,False,2.0,2.5,2.0,2.0,,,,,2.2,2.5,C1
ab61d3e3-463b-404d-98bc-5f114c467283,1,44.0,,,,,15.0,mature,good,rural,staffordshire,betula pendula,silver birch,birch,betula,pendula,44.0,False,2.0,4.0,3.0,4.0,,,,,3.5,4.0,C1
6dc6a25f-3621-44b2-9510-520a3e435bb4,1,17.0,,,,,8.0,young,fair,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,17.0,False,3.0,3.0,3.0,1.0,,,,,3.0,3.0,C1
eedf2d3c-57d0-4a48-8ba8-49fd55a4989c,1,25.0,,,,,10.0,semi_mature,good,rural,staffordshire,alnus glutinosa,alder,alder,alnus,glutinosa,25.0,False,4.0,1.0,4.0,3.0,,,,,3.5,4.0,C1
308ed92b-4a2b-4641-a6b7-835f3dd1debb,1,29.0,,,,,13.0,semi_mature,good,rural,staffordshire,alnus glutinosa,alder,alder,alnus,glutinosa,29.0,False,6.0,1.0,3.0,3.0,,,,,3.5,6.0,C1
6d39f2ee-91a8-4d45-a00c-0738f155efd7,2,26.0,23.0,,,,12.0,semi_mature,good,rural,staffordshire,betula pendula,silver birch,birch,betula,pendula,34.7,True,4.0,3.0,2.0,4.0,,,,,3.5,4.0,C1
839ab745-dbdd-4a35-8161-12c43eacf7b7,1,18.0,,,,,8.0,semi_mature,fair,rural,staffordshire,betula pendula,silver birch,birch,betula,pendula,18.0,False,4.0,2.0,2.0,2.0,,,,,3.0,4.0,C1
f93df75f-b72b-462b-876c-2c5f7de52139,1,55.0,,,,,18.0,semi_mature,poor,rural,staffordshire,acer pseudoplatanus,sycamore,sycamore,acer,pseudoplatanus,55.0,False,6.0,2.0,2.0,3.0,,,,,4.0,6.0,C1
8739c0a7-055c-4051-b63b-e9f8a13e1f7d,1,90.0,,,,,21.0,semi_mature,fair,rural,staffordshire,acer pseudoplatanus,sycamore,sycamore,acer,pseudoplatanus,90.0,False,6.5,7.0,4.5,6.0,,,,,6.8,7.0,C1
c391b53f-f621-4c75-8823-3f2c1ecd6f13,3,36.0,59.0,19.0,,,19.0,mature,good,rural,staffordshire,acer pseudoplatanus,sycamore,sycamore,acer,pseudoplatanus,71.7,True,6.0,7.0,7.0,4.0,,,,,6.5,7.0,C1
d323d81b-a432-4a04-8a22-3326f3cdb43b,2,51.0,48.0,,,,18.0,semi_mature,good,rural,staffordshire,acer pseudoplatanus,sycamore,sycamore,acer,pseudoplatanus,70.0,True,3.0,5.0,4.0,7.0,,,,,5.5,7.0,C1
20fd4534-0d6d-40b9-a4ed-3df0da009ce0,1,55.0,,,,,20.0,semi_mature,good,rural,staffordshire,acer pseudoplatanus,sycamore,sycamore,acer,pseudoplatanus,55.0,False,7.0,4.5,7.5,7.5,,,,,7.5,7.5,C1
d5448998-1fd5-499c-9eb0-914c01d47b4f,1,50.0,,,,,18.0,semi_mature,good,rural,staffordshire,acer pseudoplatanus,sycamore,sycamore,acer,pseudoplatanus,50.0,False,5.0,6.0,6.0,5.5,,,,,5.8,6.0,C1
3a78ffba-1a8e-47b3-bb35-aaaa7b82e129,1,44.0,,,,,19.0,semi_mature,fair,rural,staffordshire,alnus glutinosa,alder,alder,alnus,glutinosa,44.0,False,6.0,2.0,2.0,6.5,,,,,4.2,6.5,C1
cef2ae38-a586-4b45-bf4a-b9b31049418a,1,78.0,,,,,19.0,mature,good,rural,staffordshire,acer pseudoplatanus,sycamore,sycamore,acer,pseudoplatanus,78.0,False,5.0,10.0,5.0,13.0,,,,,9.0,13.0,C1
b6396739-0d2c-47d3-80c2-10b3c120a892,1,33.0,,,,,9.0,semi_mature,fair,rural,staffordshire,alnus glutinosa,alder,alder,alnus,glutinosa,33.0,False,4.0,7.0,5.0,1.0,,,,,5.5,7.0,C1
b36425d4-c360-4df3-b001-c3437681f973,1,91.0,,,,,9.0,mature,poor,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,91.0,False,8.5,0.0,10.0,0.0,,,,,5.0,10.0,C1
fe78086e-8eb5-4083-afe4-239d14bc1f67,1,108.0,,,,,30.0,mature,good,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,108.0,False,10.0,11.0,12.5,10.5,,,,,11.5,12.5,C1
6315ca1f-3f26-4c93-91e9-1f6dedfb9310,1,72.0,,,,,22.0,semi_mature,poor,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,72.0,False,8.0,6.0,6.0,4.0,,,,,7.0,8.0,C1
605259e0-ccdd-4c9e-9ed6-9cf90de31a4d,1,46.0,,,,,20.0,mature,fair,rural,staffordshire,betula pendula,silver birch,birch,betula,pendula,46.0,False,5.0,4.0,4.0,4.0,,,,,4.5,5.0,C1
896fda89-dfad-4f9f-81eb-9054b0ef0013,1,41.0,,,,,19.0,semi_mature,good,rural,staffordshire,betula pendula,silver birch,birch,betula,pendula,41.0,False,4.5,4.5,5.5,3.0,,,,,4.5,5.5,C1
07755a9b-72bc-4144-bc70-11748323d261,1,32.0,,,,,18.0,semi_mature,fair,rural,staffordshire,betula pendula,silver birch,birch,betula,pendula,32.0,False,2.0,2.0,4.0,4.0,,,,,4.0,4.0,C1
86a064aa-d8ab-49ee-9a0a-22fdc0d214f3,1,56.0,,,,,19.0,semi_mature,good,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,56.0,False,3.0,8.0,5.0,7.0,,,,,6.0,8.0,C1
7d73ac9c-ae21-4e8a-9b73-2303dab7e887,1,57.0,,,,,21.0,mature,good,rural,staffordshire,alnus glutinosa,alder,alder,alnus,glutinosa,57.0,False,5.0,5.0,4.5,3.5,,,,,5.0,5.0,C1
02633541-c205-4ef8-81da-8bdbd27a9e69,1,64.0,,,,,22.0,mature,good,rural,staffordshire,betula pendula,silver birch,birch,betula,pendula,64.0,False,5.5,7.0,6.5,6.0,,,,,6.2,7.0,C1
62350bad-4581-4cf8-b16c-2524a681a678,1,66.0,,,,,24.0,mature,good,rural,staffordshire,betula pendula,silver birch,birch,betula,pendula,66.0,False,4.0,8.0,4.5,8.0,,,,,6.2,8.0,C1
4c19eea7-4e93-495a-abaf-263fe7265aa4,1,63.0,,,,,22.0,mature,good,rural,staffordshire,betula pendula,silver birch,birch,betula,pendula,63.0,False,4.0,5.0,5.0,5.0,,,,,5.0,5.0,C1
f3095503-b703-45db-ac8f-261f9b7115ee,1,58.0,,,,,12.0,semi_mature,poor,rural,staffordshire,acer pseudoplatanus,sycamore,sycamore,acer,pseudoplatanus,58.0,False,2.0,5.0,4.0,5.0,,,,,4.5,5.0,C1
a4b863a6-d502-42e7-9644-3cd7e3ec6993,1,75.0,,,,,20.0,semi_mature,fair,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,75.0,False,5.0,5.5,8.0,5.0,,,,,6.5,8.0,C1
ce598958-e7e3-4271-9c50-a411727db941,1,88.0,,,,,25.0,mature,fair,rural,staffordshire,quercus robur,english oak,oak,quercus,robur,88.0,False,8.0,7.0,8.0,4.5,,,,,7.5,8.0,C1
60278461-642d-42b7-bbed-b7b0d42882b7,1,66.0,,,,,24.0,semi_mature,good,rural,staffordshire,fagus sylvatica,beech,beech,fagus,sylvatica,66.0,False,9.5,3.5,6.5,7.0,,,,,6.8,9.5,C1
